Description,Symbol,Transaction Date,Settlement Date,Account Currency,Type,Quantity,Currency of Price,Price,Settlement Amount
CLAYMORE PREM MNY MKT ETF      ,CMR,03-Jun-2009,06-Jun-2009,CAD,CNCL SELL,25.00,CAD,50.020,-1260.49,
CLAYMORE GOLD BULLION T/U      ,CGL.UN,02-Jun-2009,05-Jun-2009,CAD,BUY,250.00,CAD,9.450,-2372.49,
TD US M/M U$-I /NL/N'FRAC      ,DB166,02-Jun-2009,05-Jun-2009,CAD,SELL,-500.00,CAD,10.000,5515.20,
RESEARCH IN MOTION LTD      ,RIM,01-Jun-2009,04-Jun-2009,CAD,SELL,-50.00,CAD,88.020,4391.01,
MIRANT CORP      ,MIR,29-May-2009,01-Jun-2009,CAD,SELL,-150.00,CAD,15.350,2451.78,
ISHARES BARC SHORT TSY BD      ,SHV,29-May-2009,01-Jun-2009,CAD,BUY,20.00,CAD,110.240,-2455.09,
ROGERS COMMUNICATION-B NV      ,RCI.B,29-May-2009,01-Jun-2009,CAD,SELL,-140.00,CAD,32.500,4540.01,
AT & T INC      ,T,26-May-2009,29-May-2009,CAD,BUY,125.00,CAD,23.610,-3366.04,
SPROTT CDN EQTY   /N'FRAC      ,PR001,25-May-2009,28-May-2009,CAD,SELL,-173.00,CAD,27.897,4830.89,
ROYAL BANK OF CANADA      , ,22-May-2009,22-May-2009,CAD,Dividend,-50.00,CAD,0.000,25.00,
MIRANT CORP      ,MIR,15-May-2009,18-May-2009,CAD,BUY,150.00,CAD,14.000,-2532.20,
TIM HORTONS INC      ,THI,12-May-2009,15-May-2009,CAD,BUY,80.00,CAD,28.400,-2281.99,
ISHARES BARC SHORT TSY BD      , ,07-May-2009,07-May-2009,CAD,Dividend,-26.00,CAD,0.000,1.47,
ROGERS COMMUNICATION-B NV      ,RCI.B,30-Apr-2009,03-May-2009,CAD,BUY,140.00,CAD,29.500,-4139.99,
CDN IMPERIAL BK COMMERCE      , ,28-Apr-2009,28-Apr-2009,CAD,Dividend,-50.00,CAD,0.000,43.50,
COCA COLA CO      ,KO,22-Apr-2009,25-Apr-2009,CAD,BUY,75.00,CAD,43.000,-4073.82,
KRAFT FOODS INC CL-A      ,KFT,09-Apr-2009,12-Apr-2009,CAD,BUY,105.00,CAD,22.460,-2944.25,
RIOCAN R/ESTATE INV   T/U      , ,07-Apr-2009,07-Apr-2009,CAD,Trust Dividend,-275.00,CAD,0.000,31.63,
APR 3 GW/9KW76GT      , ,06-Apr-2009,06-Apr-2009,CAD,Funds Transfer,0.00,CAD,0.000,112.12,
ROYAL BANK OF CANADA      ,RY,06-Apr-2009,09-Apr-2009,CAD,SELL,-50.00,CAD,38.230,1901.51,
RESEARCH IN MOTION LTD      ,RIM,06-Apr-2009,09-Apr-2009,CAD,SELL,-50.00,CAD,75.000,3730.02,
FID NRTH STAR-B   /N'FRAC      ,ID253,06-Apr-2009,09-Apr-2009,CAD,SELL,-167.00,CAD,10.089,1690.00,
RIOCAN R/ESTATE INV   T/U      ,REI.UN,06-Apr-2009,09-Apr-2009,CAD,SELL,-275.00,CAD,13.180,3614.51,
SYN CDN CC        /N'FRAC      ,IG6103,06-Apr-2009,09-Apr-2009,CAD,SELL,-650.00,CAD,10.240,6663.48,
APPLE INC      ,AAPL,03-Apr-2009,06-Apr-2009,CAD,SELL,-25.00,CAD,115.910,3495.32,
ISHARES BARC SHORT TSY BD      ,SHV,03-Apr-2009,06-Apr-2009,CAD,BUY,26.00,CAD,110.190,-3591.94,
AGF CHINA FCS-A   /N'FRAC      ,GF801,03-Apr-2009,06-Apr-2009,CAD,SELL,-290.00,CAD,15.630,4536.42,
TRAVELERS COMPANIES INC      , ,31-Mar-2009,31-Mar-2009,CAD,Dividend,-4.00,CAD,0.000,1.50,
APPLE INC      ,AAPL,31-Mar-2009,03-Apr-2009,CAD,SELL,-30.00,CAD,107.000,3960.37,
TD US M/M U$-I /NL/N'FRAC      ,DB166,26-Mar-2009,29-Mar-2009,CAD,BUY,500.00,CAD,10.000,-6227.00,
APPLE INC      ,AAPL,25-Mar-2009,28-Mar-2009,CAD,SELL,-20.00,CAD,103.960,2499.03,
CASH TRANSFER      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,0.00,CAD,0.000,19238.22,
FID NRTH STAR-B   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-167.51,CAD,0.000,0.00,
SPROTT CDN EQTY   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-173.17,CAD,0.000,0.00,
AGF CHINA FCS-A   /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-290.24,CAD,0.000,0.00,
FID CDN A/A       /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-407.62,CAD,0.000,0.00,
SYN CDN CC        /N'FRAC      , ,11-Mar-2009,11-Mar-2009,CAD,Transfer In,-650.73,CAD,0.000,0.00,
APPLE INC      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
ROYAL BANK OF CANADA      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
TRAVELERS COMPANIES INC      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-4.00,CAD,0.000,0.00,
RESEARCH IN MOTION LTD      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-100.00,CAD,0.000,0.00,
CDN IMPERIAL BK COMMERCE      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-50.00,CAD,0.000,0.00,
RIOCAN R/ESTATE INV   T/U      , ,10-Mar-2009,10-Mar-2009,CAD,Transfer In,-275.00,CAD,0.000,0.00,
